organism,kingdom,phylum,class,order,family,genus,species,kingdom_id,phylum_id,class_id,order_id,family_id,genus_id,species_id
Cercospora agerati,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora agerati,5,95,183,1262,4797,5237122,5506621
Cercospora ageratoides,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora ageratoides,5,95,183,1262,4797,2589681,3503076
Cercospora agrostidis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora agrostidis,5,95,183,1262,4797,5237122,5507237
Cercospora ailanthi,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,Mycocentrospora,Mycocentrospora acerina,5,95,183,1047,NA,9539524,2614833
Cercospora alabamensis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora alabamensis,5,95,183,1262,4797,5237122,5263765
Cercospora alangii,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora alangii,5,95,183,1262,4797,5237122,5506819
Cercospora albicans,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora albicans,5,95,183,1262,4797,5237122,5506978
Cercospora albida,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pseudocercosporella,Pseudocercosporella albida,5,95,183,1262,4797,2584093,2620772
Cercospora albidomaculans,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora ricinella,5,95,183,1262,4797,5237122,5264750
Cercospora albomaculans,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pseudocercosporella,Pseudocercosporella capsellae,5,95,183,1262,4797,2584093,2620776
Cercospora aleuritis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella aleuritis,5,95,183,1262,4797,2569921,2622061
Cercospora alismaticola,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora alismaticola,5,95,183,1262,4797,5237122,5507415
Cercospora alismatis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora alismatis,5,95,183,1262,4797,5237122,5507958
Cercospora allophyli,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora allophyli,5,95,183,1262,4797,2589681,3502352
Cercospora alni,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Passalora,Passalora alni,5,95,183,1262,4797,9624081,2624667
Cercospora alocasiae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora alocasiae,5,95,183,1262,4797,5237122,7362922
Cercospora alpiniae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Zasmidium,Zasmidium alpiniae,5,95,183,1262,4797,2624681,7952158
Cercospora alpiniae-katsumadae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora alpiniae-katsumadae,5,95,183,1262,4797,5237122,5506859
Cercospora alpiniae-katsumadicola,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora alpiniae-katsumadicola,5,95,183,1262,4797,2589681,7990651
Cercospora alpiniicola,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora alpiniicola,5,95,183,1262,4797,5237122,5506648
Cercospora alternantherae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora alternantherae,5,95,183,1262,4797,5237122,5507583
Cercospora alternantherae-nodiflorae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora alternantherae-nodiflorae,5,95,183,1262,4797,2589681,3503069
Cercospora althaeicola,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora althaeicola,5,95,183,1262,4797,5237122,5508248
Cercospora althaeina,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora althaeina,5,95,183,1262,4797,5237122,5264721
Cercospora alysicarpi,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora alysicarpi,5,95,183,1262,4797,5237122,5507894
Cercospora amadelpha,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora amadelpha,5,95,183,1262,4797,5237122,5506811
Cercospora amaranthi,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora amaranthi,5,95,183,1262,4797,5237122,5507401
Cercospora amaranthicola,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercoseptoria,Cercoseptoria amaranthicola,5,95,183,1262,4797,2584762,2624704
Cercospora amaryllidicola,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora amaryllidicola,5,95,183,1262,4797,5237122,5507897
Cercospora amaryllidis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora amaryllidis,5,95,183,1262,4797,5237122,5508643
Cercospora amomi,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora amomi,5,95,183,1262,4797,2589681,3502198
Cercospora amorphophalli,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora amorphophalli,5,95,183,1262,4797,5237122,5506766
Cercospora ampelopsidis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora ampelopsidis,5,95,183,1262,4797,5237122,5264719
Cercospora ampelopsis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora ampelopsidis,5,95,183,1262,4797,5237122,5264719
Cercospora anacardii,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora anacardii,5,95,183,1262,4797,5237122,5264937
Cercospora anchomanes,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora anchomanes,5,95,183,1262,4797,5237122,5508052
Cercospora anchomanicola,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora anchomanicola,5,95,183,1262,4797,5237122,5508047
Cercospora andrographidicola,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora andrographidicola,5,95,183,1262,4797,5237122,5507992
Cercospora andrographidis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora andrographidis,5,95,183,1262,4797,5237122,5507964
Cercospora andropogonis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora andropogonis,5,95,183,1262,4797,5237122,5508366
Cercospora angelicae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora angelicae,5,95,183,1262,4797,5237122,5264712
Cercospora angiopteridis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora angiopteridis,5,95,183,1262,4797,5237122,5507855
Cercospora angolensis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora angolensis,5,95,183,1262,4797,2589681,2623864
Cercospora angreci,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora angreci,5,95,183,1262,4797,5237122,5506886
Cercospora angulata,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora angulata,5,95,183,1262,4797,5237122,5506642
Cercospora angustata,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora angustata,5,95,183,1262,4797,2589681,3502918
Cercospora anisomelicola,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora anisomelicola,5,95,183,1262,4797,5237122,5507891
Cercospora annonaceae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Zasmidium,Zasmidium annonaceae,5,95,183,1262,4797,2624681,7690431
Cercospora annonifolii,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora annonifolii,5,95,183,1262,4797,2589681,3502874
Cercospora annulata,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora annulata,5,95,183,1262,4797,5237122,5507228
Cercospora anomala,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Passalora,Passalora anomala,5,95,183,1262,4797,9624081,3504111
Cercospora anthelmintica,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora beticola,5,95,183,1262,4797,5237122,5264853
Cercospora antipus,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Passalora,Passalora antipus,5,95,183,1262,4797,9624081,2624595
Cercospora antirrhini,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora antirrhini,5,95,183,1262,4797,5237122,5507864
Cercospora apii,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora apii,5,95,183,1262,4797,5237122,5264574
Cercospora apocyni,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercosporella,Cercosporella apocyni,5,95,183,1262,4797,2556898,2621585
Cercospora aponogetonicola,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora aponogetonicola,5,95,183,1262,4797,5237122,5508282
Cercospora aquilegiae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora aquilegiae,5,95,183,1262,4797,5237122,5507104
Cercospora aracearum,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora aracearum,5,95,183,1262,4797,5237122,5508225
Cercospora arachidicola,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora arachidicola,5,95,183,1262,4797,5237122,5264558
Cercospora arachidis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora arachidis,5,95,183,1262,4797,5237122,7254588
Cercospora aragonensis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora aragonensis,5,95,183,1262,4797,5237122,5507788
Cercospora araliae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora araliae,5,95,183,1262,4797,2589681,2624045
Cercospora aranetae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora aranetae,5,95,183,1262,4797,2589681,2624312
Cercospora arborescentis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora arborescentis,5,95,183,1262,4797,5237122,5264555
Cercospora arctii,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora arctii,5,95,183,1262,4797,5237122,5264822
Cercospora arctii-ambrosiae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora arctii-ambrosiae,5,95,183,1262,4797,5237122,9238331
Cercospora arctostaphyli,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora arctostaphyli,5,95,183,1262,4797,5237122,5264734
Cercospora ardisiae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora ardisiae,5,95,183,1262,4797,5237122,5507772
Cercospora argythamniae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora argythamniae,5,95,183,1262,4797,2589681,3502627
Cercospora ari,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia ari,5,95,183,1262,4797,2513169,5263488
Cercospora ariae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Passalora,Passalora ariae,5,95,183,1262,4797,9624081,3503839
Cercospora aricola,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora aricola,5,95,183,1262,4797,5237122,5508050
Cercospora arisaematis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora arisaematis,5,95,183,1262,4797,5237122,9281575
Cercospora aristolochiae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora aristolochiae,5,95,183,1262,4797,5237122,5506661
Cercospora aristolochiae-contortae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora aristolochiae-contortae,5,95,183,1262,4797,5237122,5507163
Cercospora arkansana,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,NA,5,95,183,1262,4797,5237122,NA
Cercospora armoraciae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora armoraciae,5,95,183,1262,4797,5237122,5264716
Cercospora arthraxonis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora arthraxonis,5,95,183,1262,4797,5237122,5507243
Cercospora artocarpi,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora artocarpi,5,95,183,1262,4797,2589681,2624095
Cercospora asclepiadis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora asclepiadicola,5,95,183,1262,4797,5237122,5507783
Cercospora asclepiadorae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Passalora,Passalora asclepiadorae,5,95,183,1262,4797,9624081,3504087
Cercospora asiminae,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,Mycocentrospora,Mycocentrospora asiminae,5,95,183,1047,NA,9539524,2614828
Cercospora asparagi,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora asparagi,5,95,183,1262,4797,5237122,5264833
Cercospora asparagicola,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora asparagi,5,95,183,1262,4797,5237122,5264833
Cercospora asplenii,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora asplenii,5,95,183,1262,4797,5237122,5264028
Cercospora asprellae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,NA,5,95,183,1262,4797,5237122,NA
Cercospora asterata,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Passalora,Passalora asterata,5,95,183,1262,4797,9624081,3503835
Cercospora astragali,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora astragali,5,95,183,1262,4797,5237122,5264647
Cercospora asystasiae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora asystasiae,5,95,183,1262,4797,2589681,2623868
Cercospora asystasiana,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora asystasiana,5,95,183,1262,4797,5237122,5507721
Cercospora athyrii,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora athyrii,5,95,183,1262,4797,5237122,5508567
Cercospora atriplicis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Passalora,Passalora dubia,5,95,183,1262,4797,9624081,2623119
Cercospora atrocincta,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora atrocincta,5,95,183,1262,4797,5237122,5506779
Cercospora atrofiliformis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora atrofiliformis,5,95,183,1262,4797,2589681,2623661
Cercospora atrogrisea,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora atrogrisea,5,95,183,1262,4797,5237122,5506523
Cercospora atromaculans,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora atromaculans,5,95,183,1262,4797,5237122,5264202
Cercospora atromarginalis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora atromarginalis,5,95,183,1262,4797,2589681,2624005
Cercospora atropae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora atropae,5,95,183,1262,4797,5237122,5508010
Cercospora atropurpurascens,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora atropurpurascens,5,95,183,1262,4797,5237122,5507636
Cercospora aurantia,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora aurantia,5,95,183,1262,4797,5237122,5264828
Cercospora averrhoae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora averrhoae,5,95,183,1262,4797,5237122,5507990
Cercospora avicennae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora avicennae,5,95,183,1262,4797,5237122,5507767
Cercospora avicularis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Passalora,Passalora avicularis,5,95,183,1262,4797,9624081,3504025
Cercospora babylonicae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora babylonicae,5,95,183,1262,4797,5237122,5507899
Cercospora baccharidis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia baccharidis,5,95,183,1262,4797,2513169,5503871
Cercospora bacilligera,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora bacilligera,5,95,183,1262,4797,5237122,7990432
Cercospora bagdogrensis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora bagdogrensis,5,95,183,1262,4797,2589681,3502497
Cercospora bakeri,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora bakeri,5,95,183,1262,4797,5237122,5508298
Cercospora balaghatensis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora balaghatensis,5,95,183,1262,4797,5237122,5508259
Cercospora balsaminae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora balsaminae,5,95,183,1262,4797,5237122,5508542
Cercospora balsaminiana,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora balsaminiana,5,95,183,1262,4797,5237122,5508247
Cercospora barbareae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora barbareae,5,95,183,1262,4797,5237122,5264689
Cercospora barleriae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora barleriae,5,95,183,1262,4797,2589681,3502845
Cercospora barleriae-cristatae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora barleriae-cristatae,5,95,183,1262,4797,5237122,5507076
Cercospora barleriicola,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora barleriicola,5,95,183,1262,4797,5237122,5507408
Cercospora barrasii,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora barrasii,5,95,183,1262,4797,5237122,5507531
Cercospora bartholomei,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Passalora,Passalora bartholomei,5,95,183,1262,4797,9624081,3503760
Cercospora basellae-albae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora basellae-albae,5,95,183,1262,4797,5237122,5506942
Cercospora batatas,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Passalora,Passalora bataticola,5,95,183,1262,4797,9624081,2624494
Cercospora bataticola,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Passalora,Passalora bataticola,5,95,183,1262,4797,9624081,2624494
Cercospora bauhiniae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora bauhiniae,5,95,183,1262,4797,2589681,2624319
Cercospora begoniae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora begoniae,5,95,183,1262,4797,5237122,5508557
Cercospora bellynckii,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycovellosiella,Mycovellosiella bellynckii,5,95,183,1262,4797,2618207,2621315
Cercospora benghalensis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora benghalensis,5,95,183,1262,4797,5237122,5507422
Cercospora betae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,NA,5,95,183,1262,4797,5237122,NA
Cercospora beticola,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora beticola,5,95,183,1262,4797,5237122,5264853
Cercospora bicolor,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora bicolor,5,95,183,1262,4797,5237122,5507467
Cercospora bidentis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora bidentis,5,95,183,1262,4797,5237122,5264619
Cercospora bidentis-pilosae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora bidentis-pilosae,5,95,183,1262,4797,5237122,5508502
Cercospora biformis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Passalora,Passalora biformis,5,95,183,1262,4797,9624081,3503779
Cercospora bischofiae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora bischofiae,5,95,183,1262,4797,2589681,2624174
Cercospora bixae,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora bixae,5,95,183,1262,4797,2589681,2623967
Cercospora bizzozeriana,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora bizzozeriana,5,95,183,1262,4797,5237122,5264683
